Session campaign,Session source / medium,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Revenue
Instagram paid ad - Weekend offers Personal care - 26-28 Oct 2023,Instagram paid ad - Weekend offers Personal care - 26-28 Oct 2023 / Paid ad,9,9,7,72.77777778,0.777777778,13.11111111,0.777777778,118,11,1,1
(referral),canlitv.me / referral,175,204,50,4.348039216,0.285714286,3.416666667,0.245098039,697,205,1,1
Slider 1 - Banner AR - Foundation Day 22 SR- 22/02/2025,Slider 1 - Banner AR - Foundation Day 22 SR- 22/02/2025 / Banner,383,633,468,123.1958926,1.221932115,10.54660348,0.739336493,6676,1258,0.998420221,1
(referral),qr.me-qr.com / referral,9,11,9,49.54545455,1,10.54545455,0.818181818,116,24,1,1
Instagram Story - Beauty Care - Bio Balance Suncare - 02/06/2024,Instagram Story - Beauty Care - Bio Balance Suncare - 02/06/2024 / Story,9,10,8,68.6,0.888888889,11.6,0.8,116,11,1,1
Facebook paid ad - Magazine offer - 26 July - 07 Aug - vichy Decros 20% off,Facebook paid ad - Magazine offer - 26 July - 07 Aug - vichy Decros 20% off / social media,174,230,92,37,0.528735632,5.77826087,0.4,1329,240,1,1
Weekend offers 26 Dec,dengage / push,199,492,139,28.20325203,0.698492462,3.176829268,0.282520325,1563,512,1,1
Emarsys - Weekend offers - Beauty care - ducray - 24/10/2024 - 28/10/2024,Emarsys - Weekend offers - Beauty care - ducray - 24/10/2024 - 28/10/2024 / mail,9,11,10,243.9090909,1.111111111,10.45454545,0.909090909,115,11,1,1
Facebook paid ad - Magazine offers - 14-18 Feb - ensure 30% on 2nd,Facebook paid ad - Magazine offers - 14-18 Feb - ensure 30% on 2nd / paid ad,9,9,8,89.33333333,0.888888889,12.77777778,0.888888889,115,10,1,1
Instagram Paid Ad - Weekend - Personal care - nivea - 19-09-2024 - 21-09-2022,Instagram Paid Ad - Weekend - Personal care - nivea - 19-09-2024 - 21-09-2022 / Paid Ad,174,191,115,30.94240838,0.66091954,6.539267016,0.602094241,1249,191,1,1
Slider 1 - Banner 5 - AR - newlens - 08/10/2023 - 15/10/2023,Slider 1 - Banner 5 - AR - newlens - 08/10/2023 - 15/10/2023 / banner,78,192,131,147.75,1.679487179,22.97916667,0.682291667,4412,248,1,1
Instagram story - Beauty Care - Moodmatcher - 01/03/2024 - 07/03/2024,Instagram story - Beauty Care - Moodmatcher - 01/03/2024 - 07/03/2024 / Post/Video/Story/Reel,9,9,4,61.88888889,0.444444444,12.66666667,0.444444444,114,10,1,1
Instagram story - Personal care - colgate -26/09/2024,Instagram story - Personal care - colgate -26/09/2024 / Story,9,10,8,63.9,0.888888889,11.2,0.8,112,11,1,1
Instagram paid ad - Magazine offer - aloedent - 24 Aug - 07 Sep 2023,Instagram paid ad - Magazine offer - aloedent - 24 Aug - 07 Sep 2023 / paid ad,174,208,101,27.5625,0.58045977,5.913461538,0.485576923,1230,214,1,1
Instagram - paid ad - Milk flyer - 24-08-2024 04-09-2024,Instagram - paid ad - Milk flyer - 24-08-2024 04-09-2024 / Paid Id,6822,7750,5210,35.12890323,0.763705658,7.188903226,0.672258065,55714,8024,1,1
Snapchat Paid Ad - Weekend offers - kaminomoto - 04/05/2023 - 06/05/2023,Snapchat Paid Ad - Weekend offers - kaminomoto - 04/05/2023 - 06/05/2023 / Paid Ad,9,11,5,75,0.555555556,10.09090909,0.454545455,111,13,1,1
Instagram story - Bloomiez Nail Polish Remover Pads 50 - 240117 - 06/02/2024,Instagram story - Bloomiez Nail Polish Remover Pads 50 - 240117 - 06/02/2024 / Story,9,13,7,36.46153846,0.777777778,8.384615385,0.538461538,109,14,1,1
Facebook paid ad - Magazine offer - 21 Jun - 06 July - canderel 1+1,Facebook paid ad - Magazine offer - 21 Jun - 06 July - canderel 1+1 / paid ad,174,238,125,27.14285714,0.718390805,4.886554622,0.525210084,1163,243,1,1
Slider 1 - Banner 6 - Ar - lensme - 13/10/2023 - 23/10/2023,Slider 1 - Banner 6 - Ar - lensme - 13/10/2023 - 23/10/2023 / Banner,68,284,214,129.3133803,3.147058824,15.08450704,0.753521127,4284,404,1,1
Instagram Paid Ad - Weekend offers - filorga - 01/06/2023 - 03/06/2023,Instagram Paid Ad - Weekend offers - filorga - 01/06/2023 - 03/06/2023 / Paid Ad,9,9,8,73.22222222,0.888888889,11.88888889,0.888888889,107,9,1,1
Instagram Story - Beauty Care - Neutrogena - 02/06/2024,Instagram Story - Beauty Care - Neutrogena - 02/06/2024 / Story,9,14,11,81,1.222222222,7.642857143,0.785714286,107,15,1,1
Facebook Paid Ad - Weekend - vichy - 12-09-2024 - 14-09-2022,Facebook Paid Ad - Weekend - vichy - 12-09-2024 - 14-09-2022 / Paid Ad,174,214,68,27.03271028,0.390804598,4.892523364,0.317757009,1047,218,1,1
Social media paid ad - White Friday offer H&W - 20/11/2023,Social media paid ad - White Friday offer H&W - 20/11/2023 / Paid ad,2996,3448,1955,46.43300464,0.652536716,7.542053364,0.56699536,26005,3648,1,1
Emarsys - Weekend offers - omron - 21/11/2024 - 23/11/2024,Emarsys - Weekend offers - omron - 21/11/2024 - 23/11/2024 / Email,9,11,3,74.18181818,0.333333333,9.545454545,0.272727273,105,12,1,1
Emarsys mail - Maxipa - 19/06/2023,Emarsys mail - Maxipa - 19/06/2023 / mail,9,10,5,88.8,0.555555556,10.5,0.5,105,12,1,1
Facebook paid ads - Weekend offers - Personal care - gillette - 18/07/2024 - 20/07/2024,Facebook paid ads - Weekend offers - Personal care - gillette - 18/07/2024 - 20/07/2024 / Paid ad,174,205,63,20.15609756,0.362068966,4.23902439,0.307317073,869,205,1,1
Slider 1 - Banner 4 - AR - Unilever - 21-23 Sep,Slider 1 - Banner 4 - AR - Unilever - 21-23 Sep / Banner,12,84,67,400.6785714,5.583333333,15.72619048,0.797619048,1321,133,1,1
TikTok+Paid+Ad+-+Weekend+offers+-+Beauty+care+-+13/02/2025+-+15/02/2025,Snapchat+Paid+Ad+-+Weekend+offers+-+Beauty+care+-+13/02/2025+-+15/02/2025 / Paid+Ad,9,11,7,53.81818182,0.777777778,9.363636364,0.636363636,103,22,1,1
(referral),Instagram paid ad - Magazine offers - 09-13 Feb - avene 70% on 2nd / referral,9,10,8,59.8,0.888888889,10.2,0.8,102,10,1,1
Facebook Paid ad - Baby care - ronalac - 06/11/2024,Facebook Paid ad - Baby care - ronalac - 06/11/2024 / paid ad,174,191,80,31.11518325,0.459770115,3.863874346,0.418848168,738,191,1,1
Slider 1 - Banner 1 - EN - Baby Care - Top Baby Diaper Boxes - 24/10%,Slider 1 - Banner 1 - EN - Baby Care - Top Baby Diaper Boxes - 24/10/2023 / Banner,10,32,20,222.625,2,17.84375,0.625,571,45,1,1
Facebook paid ads - Weekend offers - NAN - 09/01/2025 - 11/01/2025,Facebook paid ads - Weekend offers - NAN - 09/01/2025 - 11/01/2025 / Paid ad,9,13,11,76.69230769,1.222222222,7.846153846,0.846153846,102,15,1,1
Instagram Story - National Day 93 - KSA Coupon - 21/09/2023 - 24/09/2023,Instagram Story - National Day 93 - KSA Coupon - 21/09/2023 - 24/09/2023 / Story,9,10,6,113.4,0.666666667,9.9,0.6,99,10,1,1
Snapchat paid ads - Weekend offers - Beauty care - keratin therapy - 05/09/2024 - 07/09/2024,Snapchat paid ads - Weekend offers - Beauty care - keratin therapy - 05/09/2024 - 07/09/2024 / Paid ad,174,185,22,8.389189189,0.126436782,3.924324324,0.118918919,726,186,1,1
Hismile 3Dec,dengage / push,226,667,208,35.62668666,0.920353982,3.433283358,0.311844078,2290,719,1,1
(referral),links.rediff.com / referral,9,14,9,78.21428571,1,6.928571429,0.642857143,97,14,1,1
Instagram Paid Ad - Magazine offers - Foltene - 13/04/2025 - 23/04/2025,Paid ad / Instagram,9,16,8,51.75,0.888888889,6.0625,0.5,97,16,1,1
Instagram paid ad - Magazine offer - vaseline - 24 Sep - 07 Oct 2023,Instagram paid ad - Magazine offer - vaseline - 24 Sep - 07 Oct 2023 / paid ad,173,231,134,68.64069264,0.774566474,10.13852814,0.58008658,2342,245,1,1
Slider 1 - Banner 3 - AR - Eid Campaign - Beaut,Slider 1 - Banner 3 - AR - Eid Campaign - Beauty Care - Dry Skin routine - 02/06/2024 - 16/06/2024 / banner,23,188,139,140.5053191,6.043478261,13.03723404,0.739361702,2451,231,1,1
National Day - Social Media - Facebook - 19-09-2019,Social Media / Post,9,9,5,64,0.555555556,10.66666667,0.555555556,96,9,1,1
Facebook Paid Ad - Weekend offers - Some By Mi - 27/05/2025 - 02/06/2025,Facebook Paid Ad - Weekend offers - Some By Mi - 27/05/2025 - 02/06/2025 / Paid Ad,9,14,4,78.78571429,0.444444444,6.714285714,0.285714286,94,14,1,1
Instagram Paid Ad - Weekend - Personal care - 19-09-2024 - 21-09-2022,Instagram Paid Ad - Weekend - Personal care - 19-09-2024 - 21-09-2022 / Paid Ad,173,182,143,83.51098901,0.826589595,12.43406593,0.785714286,2263,191,1,1
Emarsys - Alrajhi Campaign - 22/10/2023 - 29/10/2023,Emarsys - Alrajhi Campaign - 22/10/2023 - 29/10/2023 / Email,840,1180,717,120.4779661,0.853571429,14.09830508,0.607627119,16636,1410,1,1
Mailchimp - Weekend - intervion - 08-10 Jun,Mailchimp - Weekend - intervion - 08-10 Jun / mail,9,18,16,40,1.777777778,5.222222222,0.888888889,94,23,1,1
Instagram Paid Ad - Magazine offers - Johnson Baby - 19/02/2025 - 23/02/2025,Instagram Paid Ad - Magazine offers - Johnson Baby - 19/02/2025 - 23/02/2025 / Paid Ad,9,12,10,86.58333333,1.111111111,7.75,0.833333333,93,18,1,1
Snapchat Paid Ad - Weekend offers - garnier - 02/03/2023 - 04/03/2023,Snapchat Paid Ad - Weekend offers - garnier - 02/03/2023 - 04/03/2023 / paid ad,173,229,94,47.15720524,0.543352601,8.209606987,0.410480349,1880,239,1,1
Beauty Flash offers,dengage / push,342,839,288,22.27890346,0.842105263,4.437425507,0.343265793,3723,872,1,1
(referral),euc-excel.officeapps.live.com / referral,9,13,10,39.84615385,1.111111111,7.076923077,0.769230769,92,19,1,1
Facebook Paid Ad - Weekend offers - Johnsonâ€™S - 28/04/2025 - 03/05/2025,Paid Ad / Facebook,9,12,7,101.4166667,0.777777778,7.666666667,0.583333333,92,16,1,1
Instagram Paid Ad - Magazine Offers - Personal Care - Veet - 26/04/2024 - 08/05/2024,Instagram Paid Ad - Magazine Offers - Personal Care - Veet - 26/04/2024 - 08/05/2024 / Paid Ad,173,208,127,59.72115385,0.734104046,9.019230769,0.610576923,1876,216,1,1
(referral),deraahsaudi.pages.dev / referral,1,42,32,141.547619,32,14,0.761904762,588,60,1,1
Instagram story - Vicks - 28/01/2023,Instagram story - Vicks - 28/01/2023 / Story,9,9,3,61.77777778,0.333333333,10.22222222,0.333333333,92,9,1,1
Emarsys - Magazine offers - nutrigrow- 13/01/2025 - 24/01/2025,Emarsys - Magazine offers - nutrigrow- 13/01/2025 - 24/01/2025 / mail,9,20,10,51.3,1.111111111,4.55,0.5,91,21,1,1
Instagram Paid Ad - Magazine Offers - Health & Wellness - jp - 26/06/2024 - 04/07/2024,Instagram Paid Ad - Magazine Offers - Health & Wellness - jp - 26/06/2024 - 04/07/2024 / Paid Ad,173,273,161,41.35164835,0.930635838,6.32967033,0.58974359,1728,276,1,1
Influencer 7 - Eid Al Fitr Contest - 27/03/2024 - 10/04/2024,Influencer 7 - Eid Al Fitr Contest - 27/03/2024 - 10/04/2024 / video/post/reel,35985,38768,15480,13.24966467,0.430179241,4.757119274,0.39929839,184424,38568,1,1
Emarsys - Weekend offers - Beauty care - vaseline - 24/10/2024 - 28/10/2024,Emarsys - Weekend offers - Beauty care - vaseline - 24/10/2024 - 28/10/2024 / mail,9,17,10,120.8235294,1.111111111,5.352941176,0.588235294,91,19,1,1
Emarsys - sun screen - 18/05/2025,Emarsys - sun screen - 18/05/2025 / Mail,9,10,5,270.6,0.555555556,9.1,0.5,91,10,1,1
Instagram paid ad - Magazine offer - 26 July - 07 Aug - pampers 33%,Instagram paid ad - Magazine offer - 26 July - 07 Aug - pampers 33% / Instagram,173,243,152,32.97942387,0.878612717,6.674897119,0.625514403,1622,255,1,1
Slider 1 - AR- eid alfitr3 - Brand store- 28/03/2025,Slider 1 - AR- eid alfitr3 - Brand store- 28/03/2025 / Banner,13,34,19,102.2058824,1.461538462,9.117647059,0.558823529,310,77,0.970588235,1
Instagram Paid Ad - Weekend offers - 25/05/2023 - 27/05/2023,Instagram Paid Ad - Weekend offers - 25/05/2023 - 27/05/2023 / Paid Ad,9,10,8,99.6,0.888888889,9,0.8,90,11,1,1
QR Code - Mum and Baby Magazine - Page 33to37 - 16/01/2023,QR Code - Mum and Baby Magazine - Page 33to37 - 16/01/2023 / QR Code,9,12,7,54,0.777777778,7.5,0.583333333,90,13,1,1
Facebook paid ad - Magazine offer - dr.organic - 08 -12 augest,Facebook / paid ad,173,214,56,7.719626168,0.323699422,3.411214953,0.261682243,730,218,1,1
Facebook paid ads - Weekend offers - jamieson - 26/12/2024 - 28/12/2024,Facebook paid ads - Weekend offers - jamieson - 26/12/2024 - 28/12/2024 / paid ad,2540,3095,2154,67.79450727,0.848031496,6.25815832,0.695961228,19369,3191,1,1
Instagram Paid Ad - Magazine offers - Huggies - 09/03/2025 - 16/03/2025,Instagram Paid Ad - Magazine offers - Huggies - 09/03/2025 - 16/03/2025 / Paid Ad,9,14,10,66,1.111111111,6.357142857,0.714285714,89,18,1,1
Slider 1 - En - Unilever - 20/05/2025,Slider 1 - En - Unilever - 20/05/2025 / Banner,9,17,10,48.64705882,1.111111111,5.176470588,0.588235294,88,19,0.882352941,1
(referral),asia2tv.pw / referral,173,177,16,0.779661017,0.092485549,3.169491525,0.09039548,561,177,1,1
Slider 1 - Banner 6 - Ar - Personal Care - feminine care - 26/07%2,Slider 1 - Banner 6 - Ar - Personal Care - feminine care - 26/07/2024 - 08/08/2024 / banner,33,159,128,239.5345912,3.878787879,28.23899371,0.805031447,4490,208,1,1
We-Miss-you,Automation program / email-PC,9,15,11,76.26666667,1.222222222,5.866666667,0.733333333,88,19,1,1
Instagram Paid Ad - Health and Wellness - Ronzac - Super Aktiv - 08/04/2024,Instagram Paid Ad - Health and Wellness - Ronzac - Super Aktiv - 08/04/2024 / Paid Ad,9,10,8,62.8,0.888888889,8.7,0.8,87,10,1,1
(referral),p1.elhawt.com / referral,173,180,12,0.511111111,0.069364162,3.1,0.066666667,558,180,1,1
Instagram Post - September Spot Offers - 01/09/2023 - 23/09/2023,Instagram Post - September Spot Offers - 01/09/2023 - 23/09/2023 / Post,8581,10635,8955,56.45698166,1.043584664,11.0457922,0.84203103,117472,11192,1,1
Instagram paid ads - Weekend offers - Babyjoy - 09/01/2025 - 11/01/2025,Instagram paid ads - Weekend offers - Babyjoy - 09/01/2025 - 11/01/2025 / Paid ad,9,11,8,76.09090909,0.888888889,7.909090909,0.727272727,87,11,1,1
Facebook paid ads - Weekend offers - Carefree - 16/01/2025 - 18/01/2025,Facebook paid ads - Weekend offers - Carefree - 16/01/2025 - 18/01/2025 / paid ad,9,13,10,143.0769231,1.111111111,6.461538462,0.769230769,84,20,1,1
Influencer 3 - Winter care campaign - 18/12/2023,Influencer 3 - Winter care campaign - 18/12/2023 / Video/post/story,172,185,102,54.22162162,0.593023256,9.762162162,0.551351351,1806,195,1,1
Weekend Offers 7Nov H&W,dengage / push,30,221,105,97.69683258,3.5,4.009049774,0.475113122,886,276,1,1
(referral),lakreward.alahli.com / referral,9,12,10,64,1.111111111,6.833333333,0.833333333,82,12,1,1
1.20E+17,ig / paid,9,11,6,77.36363636,0.666666667,7.454545455,0.545454545,82,21,1,1
Facebook Paid Ad - Magazine offers - Uriage - 01/04/2025 - 05/04/2025,Paid Ad / Facebook,172,247,133,43.53846154,0.773255814,5.744939271,0.538461538,1419,374,1,1
SlSlider 1 - Banner 7 - AR - Personal Care - Fluff - 08/03/2024 - 21/03/2024,Slider 1 - Banner 7 - AR - Personal Care - Fluff - 08/03/2024 - 21/03/2024 / banner,30,165,131,354.8181818,4.366666667,37.4969697,0.793939394,6187,256,1,1
Facebook Paid Ad - Weekend offers - Garnier - 27/02/2025 - 03/03/2025,Facebook Paid Ad - Weekend offers - Garnier - 27/02/2025 - 03/03/2025 / Paid Ad,9,16,10,70.9375,1.111111111,5.125,0.625,82,18,1,1
Emarsys - Weekend offers - Personal care - wellmie - 31/10/2024 - 01/11/2024,Emarsys - Weekend offers - Personal care - wellmie - 31/10/2024 - 01/11/2024 / mail,9,14,4,174.8571429,0.444444444,5.785714286,0.285714286,81,14,1,1
Instagram paid ad - Weekend offers - cantu- 03- 05 August 2023,Instagram / paid ad,172,212,115,34.31603774,0.668604651,6.650943396,0.54245283,1410,215,1,1
(referral),Snapchat / referral,48367,55432,13092,15.73435921,0.270680423,4.545298744,0.236181267,251955,56189,1,1
Snapchat Paid Ad - Weekend offers - 16/03/2023 - 18/03/2023,Facebook Paid Ad - Weekend offers - 16/03/2023 - 18/03/2023 / paid ad,9,11,8,54.36363636,0.888888889,7.363636364,0.727272727,81,12,1,1
Snapchat Paid Ad - Weekend offers - Huggies Extra Care - 27/01/2025 - 01/02/2025,Snapchat Paid Ad - Weekend offers - Huggies Extra Care - 27/01/2025 - 01/02/2025 / Paid Ad,9,11,8,94.81818182,0.888888889,7.363636364,0.727272727,81,12,1,1
Instagram Paid Ad - Magazine offers - Beauty Care - dove - 15/11/2024 - 23/11/2024,Instagram Paid Ad - Magazine offers - Beauty Care - dove - 15/11/2024 - 23/11/2024 / Paid ad,172,211,135,58.1563981,0.784883721,5.450236967,0.639810427,1150,222,1,1
Slider 1 - Banner 3 - AR - 2024 Foundation day Contest - 09%2,Slider 1 - Banner 3 - AR - 2024 Foundation day Contest - 09/02/2024 - 20/02/2024 / Banner,102,176,98,66.42613636,0.960784314,9.022727273,0.556818182,1588,205,1,1
Snapchat paid ad - Magazine offers - 26 Mar - 08 Apr - sensodyne XY,Snapchat paid ad - Magazine offers - 26 Mar - 08 Apr - sensodyne XY / paid ad,9,9,4,74.66666667,0.444444444,9,0.444444444,81,9,1,1
Instagram story - Back to school - Lice Prevention - 19/08/2024,Instagram story - Back to school - Lice Prevention - 19/08/2024 / story,9,9,7,49.11111111,0.777777778,8.888888889,0.777777778,80,9,1,1
Facebook paid ads - Weekend offers - Beauty care - biomagic - 13/06/2024 - 15/06/2024,Facebook paid ads - Weekend offers - Beauty care - biomagic - 13/06/2024 - 15/06/2024 / Paid ad,172,208,74,27.46153846,0.430232558,5.105769231,0.355769231,1062,210,1,1
Slider 1 - Banner 4 - AR - Baby Care - Baby Diapers - 08/02/2024,Slider 1 - Banner 4 - AR - Baby Care - Baby Diapers - 08/02/2024 / Banner,57,217,136,83.00921659,2.385964912,10.46543779,0.626728111,2271,283,1,1
Mailchimp - ronzvit iron - 23/06/2023,Mailchimp - ronzvit iron - 23/06/2023 / mail,9,11,5,43.63636364,0.555555556,7.272727273,0.454545455,80,11,1,1
Snapchat Paid Ad - Weekend offers - Health & wellness - 27/05/2025 - 02/06/2025,Snapchat Paid Ad - Weekend offers - Health & wellness - 27/05/2025 - 02/06/2025 / Paid Ad,9,10,7,196,0.777777778,8,0.7,80,11,1,1
Facebook Paid Ad - Magazine offers - H&W - strips - 24/09/2024 - 05/10/2024,Facebook Paid Ad - Magazine offers - H&W - strips - 24/09/2024 - 05/10/2024 / Paid Ad,172,205,117,25.3902439,0.680232558,4.848780488,0.570731707,994,209,1,1
Slider 1 - Banner 5 - Ar - Summer - 18/07/2023 - 25/07/2023,Slider 1 - Banner 5 - Ar - Summer - 18/07/2023 - 25/07/2023 / paid ads,16,254,199,327.2086614,12.4375,11.16535433,0.783464567,2836,315,1,1
Mailchimp - Magazine offers - Exclusive - 08-12 Jan 2023,Mailchimp - Magazine offers - Exclusive - 08-12 Jan 2023 / Email,9,9,2,91.33333333,0.222222222,8.777777778,0.222222222,79,9,1,1
snapchat Paid Ad - Magazine offers - Huggies - 24/02/2025 - 08/03/2025,snapchat Paid Ad - Magazine offers - Huggies - 24/02/2025 - 08/03/2025 / Magazine,9,10,4,77,0.444444444,7.9,0.4,79,18,1,1
Facebook Paid Ad - Magazine Offers - Baby Care - Pampers - 25/02/2024 - 07/03/2024,Facebook Paid Ad - Magazine Offers - Baby Care - Pampers - 25/02/2024 - 07/03/2024 / Paid Ad,172,201,71,22.66666667,0.412790698,4.766169154,0.353233831,958,206,1,1
Slider 1 - Banner 3 - AR - 2024 Foundation day - Coupon 10% off,Slider 1 - Banner 3 - AR - 2024 Foundation day - Coupon 10% off T&C - 20/02/2024 - 24/02/2024 / banner,305,801,574,111.4968789,1.881967213,16.57053683,0.716604245,13273,985,1,1
Emarsys - Weekend offers - cetaphil - 06/02/2025 - 08/02/2025,Emarsys - Weekend offers - cetaphil - 06/02/2025 - 08/02/2025 / mail,9,12,5,97,0.555555556,6.5,0.416666667,78,20,1,1
Instagram paid ad - Magazine offers - 24 Feb - 08 Mar - veet 2+2,Instagram paid ad - Magazine offers - 24 Feb - 08 Mar - veet 2+2 / paid ad,9,11,7,27,0.777777778,7,0.636363636,77,12,1,1
Facebook Paid Ad - Weekend Offers - Beauty Care Bioderma - 07/03/2024 - 09/03/2024,Facebook Paid Ad - Weekend Offers - Beauty Care Bioderma - 07/03/2024 - 09/03/2024 / Paid Ad,172,202,43,4.792079208,0.25,3.495049505,0.212871287,706,202,1,1
Emarsys - wellmiel - 11/01/2023,Emarsys - wellmiel - 11/01/2023 / mail,162,323,148,49.56037152,0.913580247,7.767801858,0.458204334,2509,375,1,1
Instagram paid ad - Weekend offers Beauty care - 04-06 Jan 2024,Instagram paid ad - Weekend offers Beauty care - 04-06 Jan 2024 / Paid ad,9,9,7,27.22222222,0.777777778,8.555555556,0.777777778,77,9,1,1
Instagram story - Beesline - 24/12/2024 - 04/01/2025,Instagram story - Beesline - 24/12/2024 - 04/01/2025 / Story,9,12,9,39.41666667,1,6.416666667,0.75,77,12,1,1
Snapchat Paid Ad - Weekend offers - Personal care - vaseline - 10/10/2024 - 12/10/2024,Snapchat Paid Ad - Weekend offers - Personal care - vaseline - 10/10/2024 - 12/10/2024 / Paid Ad,172,182,19,2.862637363,0.110465116,3.10989011,0.104395604,566,182,1,1
Influencer 2 - Eid Adha Campaign - 14/06/2023,Influencer 2 - Eid Adha Campaign - 14/06/2023 / Video/post/story,3134,3346,1738,57.36820084,0.554562859,9.176329946,0.519426181,30704,3565,1,1
Snapchat paid ad - Magazine offer - wellmiel - Health and wellness - 26 Jan - 08 Feb 2024,Snapchat paid ad - Magazine offer - wellmiel - Health and wellness - 26 Jan - 08 Feb 2024 / paid ad,9,13,6,14.46153846,0.666666667,5.846153846,0.461538462,76,13,1,1
Adventures - Facebook paid ad - Magazine offer - 08-11 Jun - the goat 1+1,Adventures - Facebook paid ad - Magazine offer - 08-11 Jun - the goat 1+1 / paid ad,9,12,7,26.16666667,0.777777778,6.166666667,0.583333333,74,12,1,1
Snapchat paid ad - Weekend offers Beauty care - 18-20 Jan 2024,Snapchat paid ad - Weekend offers Beauty care - 18-20 Jan 2024 / Paid ad,172,183,8,0.56284153,0.046511628,3.071038251,0.043715847,562,184,1,1
reminder world cup,dengage / push,221,907,329,84.83351709,1.488687783,3.552370452,0.362734289,3222,978,1,1
Instagram story - Beauty Care - Cosrx - 25% off - 26/01/2023 - 08/02/2024,Instagram story - Beauty Care - Cosrx - 25% off - 26/01/2023 - 08/02/2024 / Story,9,10,7,16,0.777777778,7.3,0.7,73,11,1,1
Instagram Story - Personal Care - JFM - 23/04/2024,Instagram Story - Personal Care - JFM - 23/04/2024 / Paid Ad,9,9,5,19.22222222,0.555555556,8,0.555555556,72,9,1,1
Facebook paid ad - Magazine offers - 13-24 Apr - Neutregena 25% off,Facebook paid ad - Magazine offers - 13-24 Apr - Neutregena 25% off / paid ad,171,214,125,40.51401869,0.730994152,7.014018692,0.58411215,1501,222,1,1
Slider 1 - Banner 4 - AR- Beauty care - snowhite - 26/07/2024 - 31/07/202,Slider 1 - Banner 4 - AR- Beauty care - snowhite - 26/07/2024 - 31/07/2024 / banner,25,75,56,395.2666667,2.24,12.98666667,0.746666667,974,104,1,1
Instagram paid ad - Magazine offers - 13-24 Apr - beurer 30% off,Instagram paid ad - Magazine offers - 13-24 Apr - beurer 30% off / paid ad,9,10,4,80.6,0.444444444,7.2,0.4,72,10,1,1
Snapchat Paid Ad - Health and Wellness - Ronzac - Cold and Flu Care Bundle - 23/05/2024,Snapchat Paid Ad - Health and Wellness - Ronzac - Cold and Flu Care Bundle - 23/05/2024 / paid ad,9,12,7,29.33333333,0.777777778,5.916666667,0.583333333,71,13,1,1
Facebook Paid Ad - Weekend offers - Vaseline - 06/02/2025 - 08/02/2025,Facebook Paid Ad - Weekend offers - Vaseline - 06/02/2025 - 08/02/2025 / Paid Ad,171,239,145,63.9707113,0.847953216,6.029288703,0.606694561,1441,325,1,1
Slider 2 - AR - JP - 24/12/2024,Slider 2 - AR - JP - 24/12/2024 / Banners,3657,4306,1568,29.70924292,0.428766749,4.333952624,0.364143056,18662,4645,0.999071064,1
Snapchat Paid Ad - Magazine offers - LUX & LIFEBUOY - 01/04/2025 - 05/04/2025,Paid Ad / Snapchat,9,11,7,114.3636364,0.777777778,6.454545455,0.636363636,71,12,1,1
Snapchat Paid Ad - Well Miel - 19/05/2025,Snapchat Paid Ad - Well Miel - 19/05/2025 / Paid Ad,9,11,9,74.45454545,1,6.454545455,0.818181818,71,11,1,1
Instagram paid ads - Weekend offers - beesline - 21/11/2024 - 23/11/2024,Instagram paid ads - Weekend offers - beesline - 21/11/2024 - 23/11/2024 / Paid ads,171,195,123,35.98974359,0.719298246,5.056410256,0.630769231,986,197,1,1
(referral),codekhasmi.com / referral,237,311,199,80.35691318,0.839662447,10.91639871,0.639871383,3395,367,1,1
Snapchat paid ad - Magazine offers - 26 Mar - 08 Apr - pampers,Snapchat paid ad - Magazine offers - 26 Mar - 08 Apr - pampers / paid ad,9,11,3,46.09090909,0.333333333,6.454545455,0.272727273,71,11,1,1
Instagram paid ad - Magazine offer - 21 Jun - 06 July - beurer 50% off,Instagram paid ad - Magazine offer - 21 Jun - 06 July - beurer 50% off / paid ad,9,14,8,12,0.888888889,4.928571429,0.571428571,69,14,1,1
snapchat Paid Ad - Magazine offers - Johanson - 05/01/2025 - 12/01/2025,Paid Ad / snapchat,171,208,87,35.69230769,0.50877193,4.620192308,0.418269231,961,210,1,1
Mail - Health and Wellness - Health supplements - 10/07/2024 - 30/12/2024,Mail - Health and Wellness - Health supplements - 10/07/2024 - 30/12/2024 / mail,455,718,453,101.1142061,0.995604396,9.856545961,0.63091922,7077,764,1,1
Facebook Paid Ad - Magazine offers - Dr.Organic - 25/01/2025 - 07/02/2025,Facebook Paid Ad - Magazine offers - Dr.Organic - 25/01/2025 - 07/02/2025 / Paid Ad,9,13,10,56.38461538,1.111111111,5.230769231,0.769230769,68,14,1,1
Facebook Paid Ad - Weekend offers - QV - 13/03/2025 - 15/03/2025,Paid Ad / Facebook,9,13,7,152.2307692,0.777777778,5.153846154,0.538461538,67,14,1,1
Snapchat Paid Ad - Magazine offers - H&W - OMRON - 22-10-2024 - 01-11-2024,Snapchat Paid Ad - Magazine offers - H&W - OMRON - 22-10-2024 - 01-11-2024 / magazine,171,209,60,9.755980861,0.350877193,3.531100478,0.28708134,738,214,1,1
Instagram Paid Ad - Flash Offers - January Wave - 05/01/2024 - 28/01/2023,Instagram Paid Ad - Flash Offers - January Wave - 05/01/2024 - 28/01/2023 / Paid Ad,5175,6316,3065,35.47213426,0.592270531,6.601963268,0.485275491,41698,6370,1,1
