ID,Active users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per active user,Events per session,Engagement rate,Event count,Key events,Session key event rate,Income
871A4,17440,20606,16273,42.9251189,0.933084862,8.410123265,0.78972144,173299,21586,1,1
X2Y8U,22,28,17,167.6071429,0.772727273,12.60714286,0.607142857,353,28,1,1
5CDC6,22,24,16,138.2083333,0.727272727,14.41666667,0.666666667,346,26,1,1
8P8JP,313,764,200,20.92015707,0.638977636,4.184554974,0.261780105,3197,783,1,1
0YZE0,271,385,153,40.32987013,0.564575646,4.620779221,0.397402597,1779,391,1,1
D650U,22,31,19,129.8709677,0.863636364,11.03225806,0.612903226,342,31,1,1
PJSTH,22,33,19,102.1818182,0.863636364,10,0.575757576,330,41,1,1
1FY7O,313,349,221,33.89971347,0.706070288,8.719197708,0.633237822,3043,353,1,1
KKSFK,1907,2238,1469,46.84495085,0.770319874,6.198838248,0.656389634,13873,2253,1,1
70O5N,22,31,19,128.6451613,0.863636364,10.61290323,0.612903226,329,36,1,1
QZ4IY,22,29,21,71.75862069,0.954545455,11.20689655,0.724137931,325,29,1,1
J6RNQ,313,391,211,49.02813299,0.674121406,6.887468031,0.539641944,2693,401,1,1
GMH83,1910,2383,1556,76.45572807,0.814659686,5.893411666,0.652958456,14044,2489,1,1
W95CN,22,27,19,189.3703704,0.863636364,12,0.703703704,324,29,1,1
CLWXR,22,26,18,97.30769231,0.818181818,12.38461538,0.692307692,322,26,1,1
846WS,313,378,222,48.53174603,0.709265176,6.875661376,0.587301587,2599,389,1,1
5Y31D,115,138,82,92.42753623,0.713043478,6.847826087,0.594202899,945,194,1,1
7DMYC,22,30,19,78.86666667,0.863636364,10.26666667,0.633333333,308,30,1,1
MTWRT,22,28,9,94.32142857,0.409090909,10.21428571,0.321428571,286,30,1,1
JLJNO,313,447,183,24.13422819,0.584664537,5.093959732,0.409395973,2277,455,1,1
1YO8S,1675,2031,776,22.87986214,0.463283582,3.988183161,0.382077794,8100,2041,1,1
3YQF6,22,33,18,55.96969697,0.818181818,8.363636364,0.545454545,276,34,1,1
WU55Y,22,23,17,74.86956522,0.772727273,11.91304348,0.739130435,274,23,1,1
35D5C,313,704,207,18.05965909,0.661341853,2.928977273,0.294034091,2062,724,1,1
6FP9S,328,441,278,74.64399093,0.847560976,9.140589569,0.630385488,4031,472,1,1
K9RYW,22,33,13,42.84848485,0.590909091,7.212121212,0.393939394,238,34,1,1
6RMXV,22,29,15,63.31034483,0.681818182,7.965517241,0.517241379,231,36,1,1
XA6ZN,313,390,160,15.26153846,0.511182109,4.651282051,0.41025641,1814,394,1,1
75K8S,124,174,63,36.36206897,0.508064516,5.637931034,0.362068966,981,177,1,1
SAMMI,22,27,20,98.48148148,0.909090909,8.37037037,0.740740741,226,42,1,1
0NO1Z,22,31,26,59.61290323,1.181818182,7.193548387,0.838709677,223,32,1,1
VLQ6T,313,350,8,0,0.025559105,2.911428571,0.022857143,1019,352,1,1
RIVIH,982,1225,774,45.91020408,0.788187373,7.706122449,0.631836735,9440,1271,1,1
5C98T,22,26,21,86.11538462,0.954545455,8.5,0.807692308,221,29,1,1
F2HMH,22,36,20,91.16666667,0.909090909,5.944444444,0.555555556,214,43,1,1
7E8EK,313,327,19,0,0.060702875,3.021406728,0.058103976,988,328,1,1
LK129,3,15,12,140.7333333,4,17.33333333,0.8,260,16,1,1
2K4RJ,22,25,18,91.2,0.818181818,8.56,0.72,214,25,1,1
JIF36,22,29,11,70.96551724,0.5,7.275862069,0.379310345,211,30,1,1
GW5J9,312,400,209,82.4825,0.669871795,9.5275,0.5225,3811,438,1,1
M4L4H,230,288,163,36.92013889,0.708695652,6.857638889,0.565972222,1975,297,1,1
5JJCR,22,31,23,103.0645161,1.045454545,6.580645161,0.741935484,204,32,1,1
12UFK,22,27,18,77.92592593,0.818181818,7,0.666666667,189,28,1,1
ZJCG1,312,377,288,58.65517241,0.923076923,9.122015915,0.763925729,3439,389,1,1
P3MIV,648,744,501,50.62634409,0.773148148,8.194892473,0.673387097,6097,765,1,1
3GK1D,22,42,20,38.19047619,0.909090909,4.452380952,0.476190476,187,53,1,1
ARIQO,22,28,13,41.60714286,0.590909091,6.678571429,0.464285714,187,28,1,1
2K58S,312,373,262,57.42895442,0.83974359,8.975871314,0.702412869,3348,380,1,1
JOXL7,77,101,64,101.1683168,0.831168831,11.12871287,0.633663366,1124,110,1,1
VXA9L,22,23,15,157.4782609,0.681818182,8,0.652173913,184,26,0.956521739,1
77FUX,22,39,19,21.46153846,0.863636364,4.692307692,0.487179487,183,39,1,1
YEYL5,312,407,125,27.28255528,0.400641026,5.235872236,0.307125307,2131,423,1,1
0WX32,675,912,594,83.61842105,0.88,6.773026316,0.651315789,6177,1348,0.993421053,1
V6ONJ,22,24,16,112.7083333,0.727272727,7.625,0.666666667,183,24,1,1
WEBDV,22,32,14,46.84375,0.636363636,5.6875,0.4375,182,34,1,1
3E1ZL,311,490,291,50.11428571,0.935691318,7.328571429,0.593877551,3591,508,1,1
WZCFL,387,872,303,6.283256881,0.782945736,4.350917431,0.347477064,3794,876,1,1
VNABQ,22,30,14,43.7,0.636363636,5.966666667,0.466666667,179,50,1,1
9MMN7,22,29,16,82.10344828,0.727272727,6.137931034,0.551724138,178,29,1,1
J4JVA,22,26,14,39.69230769,0.636363636,6.807692308,0.538461538,177,26,1,1
LXR3X,22,26,17,104.7307692,0.772727273,6.576923077,0.653846154,171,27,1,1
SZQYK,311,414,148,20.01449275,0.475884244,4.330917874,0.357487923,1793,417,1,1
TKOVL,311,327,119,34.49235474,0.382636656,4.740061162,0.363914373,1550,331,1,1
PDKIE,78,95,47,64.83157895,0.602564103,7.378947368,0.494736842,701,98,1,1
ETWHC,29,35,30,213.1142857,1.034482759,19.2,0.857142857,672,41,1,1
01W24,22,27,7,51.07407407,0.318181818,6.333333333,0.259259259,171,27,1,1
V063P,22,25,13,38.24,0.590909091,6.72,0.52,168,25,1,1
QEWWU,310,360,212,41.31111111,0.683870968,6.547222222,0.588888889,2357,369,1,1
B13W8,1673,3387,2150,113.445527,1.285116557,14.92589312,0.634780041,50554,4086,1,1
UON2C,22,26,14,33.65384615,0.636363636,6.346153846,0.538461538,165,27,1,1
DAEWC,22,57,12,0.859649123,0.545454545,2.894736842,0.210526316,165,66,1,1
BU5CQ,22,28,21,108.1428571,0.954545455,5.714285714,0.75,160,30,1,1
6PFXD,22,26,20,46.92307692,0.909090909,6.038461538,0.769230769,157,30,1,1
5L5ZW,22,25,14,38.6,0.636363636,6.24,0.56,156,29,1,1
67U4H,22,32,22,51.46875,1,4.84375,0.6875,155,32,1,1
AP54J,22,25,16,20.68,0.727272727,6.12,0.64,153,25,1,1
A43J1,22,25,24,19.28,1.090909091,6.04,0.96,151,55,1,1
0WEFZ,310,368,183,23.45380435,0.590322581,6.081521739,0.497282609,2238,375,1,1
84I92,310,464,158,34.4612069,0.509677419,4.743534483,0.340517241,2201,487,1,1
Q42GN,310,407,189,24.06879607,0.609677419,4.604422604,0.464373464,1874,414,1,1
91OC1,310,381,89,17.7664042,0.287096774,3.958005249,0.233595801,1508,392,1,1
B4TX7,831,1100,465,28.36272727,0.559566787,5.69,0.422727273,6259,1114,1,1
Y7IKF,81,105,45,62.55238095,0.555555556,8.771428571,0.428571429,921,114,1,1
VKIIG,59,82,48,83.74390244,0.813559322,8.207317073,0.585365854,673,87,1,1
TUD3I,6,116,92,84.06034483,15.33333333,10.42241379,0.793103448,1209,159,1,1
7SFK6,22,25,17,23.24,0.772727273,5.96,0.68,149,25,1,1
T4MAD,22,35,18,22.2,0.818181818,4.228571429,0.514285714,148,35,1,1
5SZEN,310,348,88,15.87931034,0.283870968,4.114942529,0.252873563,1432,351,1,1
SQ61I,1,8,5,87,5,11.375,0.625,91,11,1,1
KWWY4,22,26,15,60.03846154,0.681818182,5.576923077,0.576923077,145,27,0.961538462,1
DHJBZ,22,30,13,48.26666667,0.590909091,4.833333333,0.433333333,145,30,1,1
WZHPQ,310,315,17,0.092063492,0.05483871,3.047619048,0.053968254,960,315,1,1
8S2ZC,22,35,22,116.5714286,1,8.914285714,0.628571429,312,40,1,1
GTP41,22,25,11,25.08,0.5,5.76,0.44,144,25,1,1
7Z2H2,22,24,14,23.16666667,0.636363636,5.791666667,0.583333333,139,26,1,1
SLO1U,309,394,232,100.0152284,0.750809061,10.76903553,0.588832487,4243,441,1,1
QROX9,2002,2461,1664,35.68955709,0.831168831,7.603006908,0.676147907,18711,2522,1,1
ME7F3,22,24,15,95.16666667,0.681818182,5.75,0.625,138,24,1,1
TZE0J,22,31,14,17.64516129,0.636363636,4.451612903,0.451612903,138,31,1,1
MAZQO,308,448,256,51.84375,0.831168831,8.810267857,0.571428571,3947,465,1,1
KP0PM,9220,9526,4728,18.63038001,0.512798265,4.600776821,0.496325845,43827,9568,1,1
SF0N3,22,24,6,28.33333333,0.272727273,5.166666667,0.25,124,24,1,1
L8OJ6,22,28,11,22.78571429,0.5,4.392857143,0.392857143,123,28,1,1
PKRXT,308,398,270,40.8040201,0.876623377,7.243718593,0.67839196,2883,403,1,1
7PM54,3598,4266,2314,54.77754337,0.643135075,7.9798406,0.542428504,34042,4434,1,1
W1FBN,22,45,0,56.26666667,0,2.644444444,0,119,9,0.044444444,1
TKAIO,22,25,14,37.08,0.636363636,4.68,0.56,117,25,1,1
Z9NCG,308,414,201,40.85748792,0.652597403,6.785024155,0.485507246,2809,447,1,1
J1GBK,21,33,21,216.0909091,1,15.09090909,0.636363636,498,37,1,1
DMTBT,22,24,15,57.5,0.681818182,4.875,0.625,117,24,1,1
CNREH,22,29,9,28.10344828,0.409090909,3.896551724,0.310344828,113,29,1,1
S372R,308,420,195,50.34285714,0.633116883,6.523809524,0.464285714,2740,430,1,1
3SJMG,2305,2680,1338,27.91156716,0.580477223,5.430223881,0.499253731,14553,2702,1,1
CQHKY,22,24,13,32.20833333,0.590909091,4.5,0.541666667,108,24,1,1
ARSYZ,22,24,9,12.20833333,0.409090909,4.125,0.375,99,24,1,1
SVG9P,308,349,100,27.52722063,0.324675325,3.70487106,0.286532951,1293,353,1,1
WOZBO,162,208,192,68.01923077,1.185185185,8.971153846,0.923076923,1866,476,1,1
OTVPB,22,23,4,6.217391304,0.181818182,4.217391304,0.173913043,97,23,1,1
AI17L,22,30,5,6.366666667,0.227272727,2.9,0.166666667,87,30,1,1
L7791,308,355,62,12.37746479,0.201298701,3.549295775,0.174647887,1260,357,1,1
3BDMB,137,214,135,88.91121495,0.98540146,6.76635514,0.630841121,1448,221,1,1
ZCOQ0,22,26,5,2.076923077,0.227272727,3.230769231,0.192307692,84,26,1,1
D1V1E,22,28,0,0,0,2.785714286,0,78,28,1,1
0CE7U,308,321,25,1.53271028,0.081168831,3.124610592,0.07788162,1003,326,1,1
4XKZL,43,53,29,111.1886792,0.674418605,7.339622642,0.547169811,389,54,1,1
PEZ4C,22,28,1,0,0.045454545,2.785714286,0.035714286,78,28,1,1
NL6UG,22,25,3,0,0.136363636,3,0.12,75,25,1,1
TUJA4,307,385,237,86.83636364,0.771986971,9.81038961,0.615584416,3777,402,1,1
U6KDX,2985,3177,1263,16.25558703,0.423115578,4.306578533,0.397544854,13682,3190,1,1
L8MLF,22,23,3,1.391304348,0.136363636,3.086956522,0.130434783,71,23,1,1
YUOAH,22,23,0,0.043478261,0,3,0,69,23,1,1
YOYAO,307,317,82,7.608832808,0.267100977,3.766561514,0.258675079,1194,318,1,1
VUXA1,5,41,36,67.26829268,7.2,11.31707317,0.87804878,464,48,1,1
JNX26,21,61,51,232.5409836,2.428571429,30.3442623,0.836065574,1851,86,1,1
6J3Z1,21,52,40,191.9038462,1.904761905,27.63461538,0.769230769,1437,71,1,1
AZ261,307,363,77,8.391184573,0.250814332,3.269972452,0.212121212,1187,366,1,1
4T8QV,60,86,58,93.05813953,0.966666667,12.03488372,0.674418605,1035,100,1,1
A6Q70,21,41,29,281.2926829,1.380952381,33.29268293,0.707317073,1365,66,1,1
TDOFU,21,51,31,106.2745098,1.476190476,21.23529412,0.607843137,1083,80,1,1
6YKW6,307,312,12,0.217948718,0.039087948,3.025641026,0.038461538,944,312,1,1
HXHYJ,48,250,167,101.22,3.479166667,7.528,0.668,1882,420,1,1
II3H2,21,42,29,175.9761905,1.380952381,22.02380952,0.69047619,925,50,1,1
583MP,21,62,34,86.83870968,1.619047619,12.66129032,0.548387097,785,69,1,1
LW9UT,306,516,245,65.5620155,0.800653595,7.740310078,0.474806202,3994,531,1,1
ECGWD,1115,1454,774,37.88789546,0.694170404,6.990371389,0.532324622,10164,1489,1,1
GRBXE,21,35,20,269.3428571,0.952380952,20.62857143,0.571428571,722,45,1,1
BGVOH,21,30,29,106,1.380952381,18.3,0.966666667,549,45,1,1
CI5H1,306,389,189,58.3933162,0.617647059,7.40874036,0.485861183,2882,425,1,1
R93VL,156,222,120,87.97747748,0.769230769,8.094594595,0.540540541,1797,244,1,1
BMK4R,21,22,18,273.8636364,0.857142857,23.5,0.818181818,517,23,1,1
4G17W,21,40,22,87.025,1.047619048,10.05,0.55,402,58,1,1
2ZY6P,306,372,129,28.88172043,0.421568627,5.690860215,0.346774194,2117,385,1,1
9ASP9,32,114,86,266.8596491,2.6875,13.70175439,0.754385965,1562,143,1,1
0C09B,21,21,19,93.52380952,0.904761905,16.61904762,0.904761905,349,21,1,1
NMLTN,21,25,21,164.28,1,13.2,0.84,330,25,1,1
JONMP,306,368,116,13.63315217,0.379084967,4.130434783,0.315217391,1520,371,1,1
W7S7T,67,87,48,79.05747126,0.71641791,5.977011494,0.551724138,520,90,1,1
2BZJM,21,27,11,125.7037037,0.523809524,12.07407407,0.407407407,326,29,1,1
SV4MH,21,36,25,34.11111111,1.19047619,8.638888889,0.694444444,311,37,1,1
4FM5D,305,321,34,5.700934579,0.11147541,3.239875389,0.105919003,1040,323,1,1
ZANX1,384,491,317,66.95723014,0.825520833,8.079429735,0.645621181,3967,513,1,1
GC3RH,21,31,18,78.4516129,0.857142857,9.903225806,0.580645161,307,39,1,1
KSTQD,21,21,17,132.4285714,0.80952381,14.38095238,0.80952381,302,23,1,1
XWFXD,304,363,135,18.79063361,0.444078947,4.898071625,0.371900826,1778,381,1,1
Z952U,12,30,24,218.9666667,2,18.46666667,0.8,554,38,1,1
UNNKI,21,30,13,64.4,0.619047619,9.7,0.433333333,291,30,1,1
JJUCF,21,30,14,57.33333333,0.666666667,9.533333333,0.466666667,286,35,1,1
4FOZJ,304,314,91,26.44585987,0.299342105,4.496815287,0.289808917,1412,328,1,1
U28U7,5194,6014,4434,41.39773861,0.85367732,8.582973063,0.737279681,51618,6143,1,1
89FIL,21,32,22,77.375,1.047619048,8.8125,0.6875,282,36,1,1
3PQ32,21,24,18,98.58333333,0.857142857,11.45833333,0.75,275,26,1,1
CAQPG,304,355,62,4.338028169,0.203947368,3.397183099,0.174647887,1206,373,1,1
T8YHV,16,41,31,164.6097561,1.9375,27.75609756,0.756097561,1138,63,1,1
F6ILJ,21,23,16,110.0434783,0.761904762,11.73913043,0.695652174,270,25,1,1
KR0KO,21,26,14,99.5,0.666666667,9.615384615,0.538461538,250,29,1,1
747M5,303,331,75,13.22356495,0.247524752,4.332326284,0.226586103,1434,332,1,1
4XH7Q,44,77,45,85.93506494,1.022727273,6.974025974,0.584415584,537,105,1,1
L9C20,21,21,19,82.14285714,0.904761905,11.71428571,0.904761905,246,23,1,1
04UVJ,21,26,18,66.76923077,0.857142857,9.230769231,0.692307692,240,28,1,1
39IJK,302,353,89,12.44192635,0.294701987,3.439093484,0.252124646,1214,353,1,1
EJR9P,24,29,20,145.0689655,0.833333333,8.517241379,0.689655172,247,34,1,1
IG38S,21,37,19,37.86486486,0.904761905,6.297297297,0.513513514,233,38,1,1
B0YZS,21,22,12,72.72727273,0.571428571,10.31818182,0.545454545,227,24,1,1
H9QT6,302,345,35,6.591304348,0.11589404,3.107246377,0.101449275,1072,348,1,1
Y3UJP,111,169,87,85.14792899,0.783783784,7.24260355,0.514792899,1224,298,1,1
QNNJK,21,30,16,125.1333333,0.761904762,7.5,0.533333333,225,61,1,1
ATYS9,21,22,14,54.22727273,0.666666667,10.18181818,0.636363636,224,22,1,1
9LLZ8,302,319,9,0.028213166,0.029801325,2.981191223,0.028213166,951,319,1,1
CKKOJ,253,353,179,52.32294618,0.707509881,5.501416431,0.507082153,1942,390,1,1
THBSP,21,35,14,48.08571429,0.666666667,6.4,0.4,224,43,1,1
C6Z5V,21,21,16,85.71428571,0.761904762,10.61904762,0.761904762,223,21,1,1
2EODR,299,964,327,41.50103734,1.093645485,4.385892116,0.339211618,4228,1000,1,1
FA4UZ,21,53,32,143.2075472,1.523809524,15.47169811,0.603773585,820,73,1,1
G28IR,21,25,15,57.48,0.714285714,8.76,0.6,219,27,1,1
6C3ND,21,33,24,31.18181818,1.142857143,6.606060606,0.727272727,218,75,1,1
TXPOJ,299,339,166,15.85545723,0.555183946,4.728613569,0.489675516,1603,344,1,1
05GRO,12,44,37,176.5227273,3.083333333,27.90909091,0.840909091,1228,53,1,1
SXLIT,21,47,28,28.29787234,1.333333333,4.553191489,0.595744681,214,67,1,1
1W880,21,22,12,36.5,0.571428571,9.681818182,0.545454545,213,22,1,1
4SLLO,299,357,99,11.18767507,0.331103679,4.084033613,0.277310924,1458,363,1,1
YGKW5,5829,6539,5334,36.1342713,0.915079774,9.409236886,0.815721058,61527,6643,1,1
2G1BK,21,24,20,57.83333333,0.952380952,8.833333333,0.833333333,212,24,1,1
JVODO,21,22,14,51.72727273,0.666666667,9.590909091,0.636363636,211,24,1,1
7AFUA,299,309,8,0.035598706,0.026755853,2.98381877,0.025889968,922,309,1,1
EQ3R0,318,448,126,32.95982143,0.396226415,5.852678571,0.28125,2622,490,1,1
EFXW9,21,42,21,32.57142857,1,5,0.5,210,44,1,1
P8CNY,21,22,17,31.22727273,0.80952381,9.409090909,0.772727273,207,22,1,1
WMCHF,298,374,281,158.8315508,0.94295302,16.42513369,0.751336898,6143,466,1,1
XVSO8,479,632,357,50.01740506,0.745302714,5.876582278,0.564873418,3714,840,1,1
JTHHU,21,22,13,61.81818182,0.619047619,9.227272727,0.590909091,203,22,1,1
KUIBH,21,43,18,22.76744186,0.857142857,4.488372093,0.418604651,193,55,1,1
B316U,298,368,275,53.84782609,0.922818792,9.054347826,0.747282609,3332,389,1,1
PX625,171,222,124,105.5405405,0.725146199,13.03153153,0.558558559,2893,247,1,1
NTHE2,21,34,18,39.73529412,0.857142857,5.676470588,0.529411765,193,38,1,1
3V4OS,21,23,15,34.65217391,0.714285714,8.391304348,0.652173913,193,27,1,1
L9TM4,298,327,54,11.29051988,0.181208054,3.318042813,0.165137615,1085,332,1,1
KC3T3,20,36,25,247.4722222,1.25,23.33333333,0.694444444,840,50,1,1
94C47,21,33,14,62.42424242,0.666666667,5.666666667,0.424242424,187,34,1,1
Z11DF,21,22,16,71.59090909,0.761904762,8.5,0.727272727,187,22,1,1
EA3NB,297,335,278,110.9761194,0.936026936,14.59402985,0.829850746,4889,376,1,1
OUYQY,117,219,106,76.25570776,0.905982906,8.922374429,0.484018265,1954,246,1,1
AKO5S,21,21,18,29.38095238,0.857142857,8.80952381,0.857142857,185,22,1,1
QHMSV,21,32,21,78.625,1,5.6875,0.65625,182,37,1,1
6XG69,297,327,154,30.19877676,0.518518519,5.642201835,0.470948012,1845,331,1,1
CEU5J,27,60,37,147.1333333,1.37037037,8.416666667,0.616666667,505,70,1,1
MB2EX,21,23,9,36.82608696,0.428571429,7.782608696,0.391304348,179,26,1,1
MLHEZ,21,27,14,44.62962963,0.666666667,6.518518519,0.518518519,176,29,1,1
GL9HF,297,372,185,33.72311828,0.622895623,4.924731183,0.497311828,1832,381,1,1
7K3DB,231,372,147,38.92473118,0.636363636,6.741935484,0.39516129,2508,386,1,1
9K2XB,21,24,12,51.41666667,0.571428571,7.208333333,0.5,173,24,1,1
U0N47,21,22,15,57.22727273,0.714285714,7.681818182,0.681818182,169,23,1,1
ELSYJ,296,357,170,21.92997199,0.574324324,5.215686275,0.476190476,1862,371,1,1
9KAN9,8,12,8,300.1666667,1,21.66666667,0.666666667,260,90,1,1
J9032,21,30,18,35.8,0.857142857,5.633333333,0.6,169,34,1,1
KNYAJ,21,38,20,22.31578947,0.952380952,4.289473684,0.526315789,163,38,1,1
XKFNM,296,328,96,29.04268293,0.324324324,4.167682927,0.292682927,1367,332,1,1
G44UU,64,91,42,52.28571429,0.65625,5.175824176,0.461538462,471,94,1,1
LPJB8,21,28,18,42.5,0.857142857,5.678571429,0.642857143,159,29,1,1
7106S,21,25,18,51.76,0.857142857,6.32,0.72,158,25,1,1
ZPPZM,295,376,219,58.68351064,0.742372881,8.119680851,0.582446809,3053,398,1,1
S3TYZ,20,24,13,78.33333333,0.65,5.291666667,0.541666667,127,31,1,1
DQQH7,21,24,23,25.375,1.095238095,6.5,0.958333333,156,51,1,1
7OD38,21,35,18,10.28571429,0.857142857,4.085714286,0.514285714,143,35,1,1
P35DZ,295,355,172,36.45633803,0.583050847,7.056338028,0.484507042,2505,362,1,1
ADWMG,310,787,324,40.44853875,1.04516129,4.725540025,0.411689962,3719,855,1,1
624Z1,21,35,17,15.34285714,0.80952381,4.028571429,0.485714286,141,35,1,1
JVXJ4,21,30,13,19.33333333,0.619047619,4.633333333,0.433333333,139,30,1,1
V15V4,295,374,95,8.818181818,0.322033898,3.588235294,0.254010695,1342,377,1,1
JV8XJ,76,100,55,60.93,0.723684211,6.75,0.55,675,148,1,1
252QH,21,23,12,15.7826087,0.571428571,6.043478261,0.52173913,139,23,1,1
WLAF1,21,27,14,14.25925926,0.666666667,5.111111111,0.518518519,138,28,1,1
CU3UW,295,306,111,7.934640523,0.376271186,4.241830065,0.362745098,1298,306,1,1
6I72K,36,98,72,147.9591837,2,17.28571429,0.734693878,1694,134,1,1
ZF4Q6,21,26,12,20.07692308,0.571428571,5.307692308,0.461538462,138,26,1,1
PITUD,21,44,9,20.47727273,0.428571429,3.090909091,0.204545455,136,44,1,1
B5ZD2,294,360,60,6.95,0.204081633,3.197222222,0.166666667,1151,366,1,1
MXYP2,305,704,222,22.34517045,0.727868852,3.896306818,0.315340909,2743,724,1,1
51FIQ,21,25,16,52.44,0.761904762,5.32,0.64,133,25,1,1
R1SWC,21,23,15,23.91304348,0.714285714,5.695652174,0.652173913,131,23,1,1
XSRJV,293,327,237,56.06116208,0.80887372,8.470948012,0.724770642,2770,341,1,1
51HZK,206,273,187,114.2967033,0.90776699,9.282051282,0.684981685,2534,452,1,1
VOF8E,21,27,22,44.81481481,1.047619048,4.851851852,0.814814815,131,30,1,1
ZE77C,21,25,17,9.4,0.80952381,5.12,0.68,128,25,1,1
PSFFE,293,456,192,20.52192982,0.655290102,4.028508772,0.421052632,1837,459,1,1
GKXAH,161,242,115,80.46280992,0.714285714,5.776859504,0.475206612,1398,259,1,1
WJ5NN,21,28,14,11.53571429,0.666666667,4.5,0.5,126,28,1,1
TVMH7,21,24,14,45.625,0.666666667,5.166666667,0.583333333,124,25,1,1
0KBRQ,293,413,190,25.13317191,0.648464164,4.421307506,0.460048426,1826,416,1,1
HSZIV,7,11,8,253.2727273,1.142857143,12.09090909,0.727272727,133,24,1,1
SC55R,21,26,12,10.53846154,0.571428571,4.461538462,0.461538462,116,26,1,1
39VOO,21,29,20,19.75862069,0.952380952,3.965517241,0.689655172,115,29,1,1
WGCAD,293,359,158,21.37604457,0.539249147,4.974930362,0.440111421,1786,364,1,1
AAORH,8,129,83,47.26356589,10.375,8.744186047,0.643410853,1128,327,1,1
TJQ0R,21,22,17,73.45454545,0.80952381,5.090909091,0.772727273,112,24,1,1
2GYKQ,21,23,14,20.34782609,0.666666667,4.782608696,0.608695652,110,23,1,1
V17R0,293,335,103,25.5641791,0.351535836,3.704477612,0.307462687,1241,335,1,1
DDWD4,2321,2918,1567,48.25873886,0.675140026,7.827278958,0.537011652,22840,2989,1,1
9Q6Q5,21,33,14,7.96969697,0.666666667,3.303030303,0.424242424,109,33,1,1
FYL1V,21,24,11,5.125,0.523809524,4.458333333,0.458333333,107,24,1,1
E8EJV,293,319,18,0.510971787,0.061433447,2.981191223,0.056426332,951,320,1,1
K98NR,128,165,103,68.45454545,0.8046875,6.836363636,0.624242424,1128,229,1,1
CVRHX,21,23,14,53,0.666666667,4.608695652,0.608695652,106,23,1,1
GAADH,21,25,11,10.08,0.523809524,4.24,0.44,106,25,1,1
PP299,292,365,176,62.94246575,0.602739726,8.693150685,0.482191781,3173,397,1,1
CZOIE,70,94,40,42.5,0.571428571,4.595744681,0.425531915,432,98,1,1
J0WON,21,26,7,8.846153846,0.333333333,3.884615385,0.269230769,101,26,1,1
XRUPE,21,24,14,19.45833333,0.666666667,4.125,0.583333333,99,24,1,1
HYM2S,292,402,205,38.02487562,0.702054795,6.524875622,0.509950249,2623,411,1,1
04H85,426,2279,1735,178.1588416,4.072769953,20.75734971,0.761298815,47306,2849,1,1
9OYCH,21,22,11,29.77272727,0.523809524,4.5,0.5,99,22,1,1
ZJD9N,21,26,15,19.26923077,0.714285714,3.807692308,0.576923077,99,27,1,1
Z8KB2,292,319,134,14.11598746,0.45890411,4.200626959,0.420062696,1340,321,1,1
XUQYR,2740,3140,1702,27.57452229,0.621167883,5.872929936,0.542038217,18441,3111,1,1
PTT1L,21,21,14,15.95238095,0.666666667,4.523809524,0.666666667,95,21,1,1
C7KXW,21,21,21,6.380952381,1,4.428571429,1,93,44,1,1
HQ3CU,292,341,88,13.67155425,0.301369863,3.680351906,0.258064516,1255,342,1,1
WYHU7,47,184,118,148.1793478,2.510638298,12.32608696,0.641304348,2268,289,0.994565217,1
SCTZM,21,28,7,11.5,0.333333333,3.321428571,0.25,93,28,1,1
YYPJ1,21,25,12,28.92,0.571428571,3.68,0.48,92,25,1,1
TGU44,292,307,16,0.09771987,0.054794521,3.019543974,0.052117264,927,308,1,1
MZTTX,3,7,4,164.5714286,1.333333333,14.85714286,0.571428571,104,9,1,1
5L0SA,21,22,17,5.909090909,0.80952381,4.181818182,0.772727273,92,22,1,1
NZWKH,21,24,7,1.333333333,0.333333333,3.666666667,0.291666667,88,24,1,1
9SJ6Q,292,300,3,1.116666667,0.010273973,2.996666667,0.01,899,302,1,1
4RE87,1106,1985,1147,98.5440806,1.037070524,12.90478589,0.577833753,25616,2455,1,1
FUVE4,21,26,11,28.23076923,0.523809524,3.307692308,0.423076923,86,27,1,1
1DJVY,21,21,15,4.380952381,0.714285714,3.80952381,0.714285714,80,21,1,1
GTTZB,291,417,172,51.47482014,0.591065292,6.760191847,0.412470024,2819,428,1,1
I19TM,32,40,13,99.475,0.40625,9.875,0.325,395,42,1,1
H9X30,21,22,7,38.77272727,0.333333333,3.590909091,0.318181818,79,22,1,1
NSECT,21,22,4,5.681818182,0.19047619,3.5,0.181818182,77,22,1,1
ZG67G,291,311,180,42.75241158,0.618556701,7.855305466,0.578778135,2443,323,1,1
QPO7M,231,276,141,64.28985507,0.61038961,9.793478261,0.510869565,2703,288,1,1
2LZYO,21,21,6,5.666666667,0.285714286,3.666666667,0.285714286,77,21,1,1
ULN9J,21,21,3,2.380952381,0.142857143,3.476190476,0.142857143,73,21,1,1
1UZRL,291,382,174,46.62303665,0.597938144,6.007853403,0.455497382,2295,392,1,1
R4NO1,1204,1366,844,41.33601757,0.700996678,5.327964861,0.617862372,7278,1376,1,1
A1V3Z,21,22,7,5.863636364,0.333333333,3.318181818,0.318181818,73,22,1,1
QJ98P,21,21,5,1.142857143,0.238095238,3.428571429,0.238095238,72,21,1,1
K45RV,291,328,27,3.179878049,0.092783505,3.557926829,0.082317073,1167,331,1,1
IN6JP,291,423,193,47.57210402,0.663230241,4.95035461,0.456264775,2094,479,1,1
